Estimated Visits,Domain,Traffic share,Change,Global Rank,Avg. Visit Duration,Pages / Visit,Bounce Rate,AdSense
10130897,torrentz.com,0.003395418%,,"18,563",00:03:45,4.58,23.44%,
2779576,advrider.com,0.003393320%,6.80%,"10,031",00:06:37,7.14,49.06%,
3031104,kanyetothe.com,0.003389823%,6.43%,"7,636",00:12:54,14.28,31.43%,Yes
2040504,lampsplus.com,0.003371405%,-6.76%,"11,082",00:04:55,7.04,40.51%,
8971950,metafilter.com,0.003360817%,0.97%,"4,735",00:07:34,3.41,44.67%,
1916585,goldstar.com,0.003349119%,2.29%,"14,468",00:03:44,5.99,35.22%,
Estimated Visits,minecraftskins.com,0.003348750%,-20.56%,2,929,00:05:57,8.56,19.50%,Yes
2262853,contactually.com,0.003346683%,10.82%,"12,994",00:10:39,7.41,23.32%,
2244915,onlineshoes.com,0.003343971%,-9.68%,"10,779",00:03:36,5.94,45.37%,
6873423,copy.com,0.003341983%,-0.92%,"3,810",00:03:41,5.41,34.16%,
5141860,vipergirls.to,0.003337899%,9.27%,"3,215",00:11:44,17.25,33.71%,
2224240,homestarrunner.com,0.003320652%,,"44,709",00:04:39,4.78,40.06%,
2172551,worldwinner.com,0.003315758%,-4.03%,"7,648",00:18:33,14.44,19.84%,
3869419,flightstats.com,0.003304873%,-8.10%,"7,551",00:03:50,3.93,37.99%,Yes
16938275,newsru.com,0.003283793%,-7.29%,"2,293",00:04:34,2.91,48.23%,Yes
1904759,tbs.com,0.003283110%,187.55%,"40,816",00:03:48,4.83,12.61%,
2308477,teacherdashboard.appspot.com,0.003280008%,1.70%,"11,482",00:10:34,7.23,11.42%,
4503361,scnsrc.me,0.003275775%,22.89%,"11,550",00:03:35,2.64,48.32%,
2027095,flexjobs.com,0.003265646%,14.77%,"14,167",00:05:41,6.86,41.62%,
2007701,games.aarp.org,0.003260981%,8.96%,"14,979",00:17:36,7.15,23.92%,Yes
2212510,usccb.org,0.003256319%,16.42%,"18,533",00:02:51,2.90,48.88%,
5160017,parse.com,0.003238050%,10.13%,"5,466",00:07:57,7.94,38.65%,
2395484,syfy.com,0.003225332%,-13.40%,"12,985",00:02:43,3.71,37.61%,
2057954,jdate.com,0.003219759%,-13.61%,"8,692",00:09:56,11.83,17.04%,Yes
28240041,dict.cc,0.003216733%,1.02%,"1,079",00:06:57,6.89,45.00%,Yes
32779046,infobae.com,0.003214421%,-13.99%,749,00:12:31,6.24,46.80%,
2644081,revzilla.com,0.003208032%,-2.89%,"10,035",00:06:39,7.00,40.59%,
1950117,miamidade.gov,0.003205422%,2.52%,"14,709",00:03:54,3.70,35.04%,
5314753,probuilds.net,0.003204827%,-21.87%,"5,820",00:02:48,3.11,33.91%,Yes
1895337,cybercoders.com,0.003186922%,5.85%,"17,230",00:03:58,4.30,50.98%,
1924421,archives.com,0.003183606%,8.74%,"17,003",00:03:32,5.39,39.10%,
3413415,skillshare.com,0.003181406%,15.02%,"11,549",00:03:55,4.33,42.18%,
2152120,moosejaw.com,0.003178717%,33.87%,"18,002",00:03:48,4.71,46.22%,
5973115,chia-anime.com,0.003177218%,-0.13%,"5,836",00:12:31,3.94,40.53%,
2887816,raterhub.com,0.003154796%,3.51%,"4,587",01:07:30,28.00,17.15%,
2298703,bookbub.com,0.003146377%,-10.56%,"11,878",00:03:51,4.38,40.10%,
1763007,mediacomtoday.com,0.003143510%,0.95%,"19,025",00:13:33,3.62,38.24%,
1905489,profootballfocus.com,0.003138222%,5.65%,"16,314",00:03:41,5.56,41.89%,Yes
1997083,carrentals.com,0.003131542%,1.38%,"17,915",00:03:34,3.35,50.40%,
1739209,ezcardinfo.com,0.003118606%,-1.59%,"13,913",00:03:41,6.12,16.30%,
3632855,gamehouse.com,0.003107622%,1.47%,"7,557",00:04:53,7.81,41.38%,
211368942,google.se,0.003107311%,33.28%,111,00:06:52,8.06,29.19%,
2403620,2dopeboyz.com,0.003106195%,20.94%,"18,686",00:03:51,3.34,47.97%,
3194643,calculator.net,0.003104242%,7.10%,"11,473",00:02:48,3.63,28.85%,Yes
1863892,livebinders.com,0.003098632%,-8.74%,"15,487",00:04:31,4.69,46.86%,
13178363,dvdvideosoft.com,0.003096682%,-4.32%,"2,474",00:03:45,2.55,31.98%,
2474595,newbalance.com,0.003095775%,-2.66%,"9,073",00:04:32,8.07,25.61%,
2299475,northeastern.edu,0.003076291%,-3.35%,"14,532",00:02:54,3.73,47.89%,
Estimated Visits,youniqueproducts.com,0.003075918%,10.10%,14,930,00:06:10,6.80,24.25%,
4504623,marketplace.xbox.com,0.003073671%,4.75%,"6,798",00:02:33,3.90,49.19%,
26169602,gazeta.ru,0.003068113%,1.22%,"1,074",00:13:36,6.88,42.20%,
2087891,harrys.com,0.003056951%,-5.40%,"16,204",00:02:47,3.71,40.22%,
3990735,ustraveldocs.com,0.003054217%,3.79%,"8,136",00:05:34,4.26,24.62%,
4391766,bitbucket.org,0.003053373%,15.20%,"5,994",00:05:54,7.26,31.74%,
2111552,tomandlorenzo.com,0.003051148%,9.49%,"19,088",00:04:49,4.49,36.45%,
53503000,irctc.co.in,0.003047348%,10.31%,345,00:09:59,8.32,12.93%,
3765572,gelbooru.com,0.003038406%,15.46%,"3,491",00:09:59,31.18,17.70%,
1750740,fantasysharks.com,0.003034584%,-15.21%,"14,996",00:04:37,4.84,42.12%,Yes
5665251,gamesgames.com,0.003033736%,-6.26%,"5,959",00:04:50,3.30,47.36%,
6092725,mangapark.com,0.003032776%,-10.37%,"1,715",00:13:55,28.05,30.26%,
8449492,anime44.com,0.003025958%,6.38%,"3,746",00:09:39,4.15,36.91%,
1963357,internships.com,0.003018444%,-10.88%,"11,030",00:04:40,7.70,43.52%,Yes
3714361,loverslab.com,0.003018110%,16.78%,"6,876",00:08:50,10.40,35.63%,
5562003,torrentleech.org,0.003012346%,9.55%,"8,230",00:05:34,8.45,15.45%,Yes
2554228,gaiaonline.com,0.003012212%,-35.41%,"4,128",00:16:55,18.95,22.31%,
3913514,bitsoup.me,0.003011066%,9.40%,"7,823",00:05:42,6.69,13.76%,
1704481,freshdirect.com,0.003006955%,-3.81%,"7,591",00:11:52,21.47,15.93%,
2030452,lulus.com,0.003003929%,0.40%,"10,347",00:05:42,9.13,24.97%,
2576683,soundclick.com,0.003003012%,11.32%,"9,539",00:07:52,9.24,37.44%,
3375838,rainiertamayo.com,0.002990972%,21.24%,"12,939",00:03:53,4.47,26.09%,
5912189,pornleech.com,0.002985329%,16.07%,"5,324",00:04:51,5.31,50.84%,
2466162,quirky.com,0.002984994%,-2.50%,"11,023",00:05:41,5.52,31.83%,
3333957,rinmarugames.com,0.002980512%,11.87%,"11,057",00:07:37,3.61,45.46%,
2241096,timetrade.com,0.002966023%,0.96%,"13,394",00:05:51,3.67,31.93%,
5885460,dtvideo.com,0.002961023%,-6.01%,"3,109",00:13:31,8.82,31.76%,
1624014,homepath.com,0.002960540%,-0.44%,"14,807",00:06:47,7.45,18.32%,
1657332,bfads.net,0.002956072%,132.54%,"54,369",00:02:32,4.30,46.95%,Yes
11819259,newsnow.co.uk,0.002955684%,-16.25%,"1,409",00:29:37,8.97,36.46%,
1751702,membean.com,0.002955041%,17.14%,"16,948",00:11:40,6.43,18.53%,
55234285,market.yandex.ru,0.002954967%,-4.61%,342,00:04:43,6.46,39.17%,
5775235,exhentai.org,0.002951452%,36.57%,"1,334",00:13:44,98.85,12.41%,
7130133,wrapbootstrap.com,0.002951089%,10.51%,"3,830",00:04:53,7.18,34.65%,
1900541,411.com,0.002950081%,-1.58%,"14,668",00:03:51,4.90,14.64%,Yes
2161416,smallworlds.com,0.002944985%,-6.34%,"10,662",00:23:52,7.39,18.71%,Yes
1610899,firstinmath.com,0.002943974%,38.85%,"10,304",00:19:38,31.34,8.92%,
3176640,jizzhut.com,0.002938535%,-10.01%,"6,775",00:05:54,6.83,32.06%,
1738435,xoom.com,0.002933627%,-19.84%,"10,230",00:06:49,8.61,34.21%,
2056254,zagg.com,0.002932658%,12.57%,"17,324",00:02:55,4.12,38.74%,
2550241,allure.com,0.002930430%,9.32%,"9,903",00:02:50,8.72,44.85%,Yes
2037480,seattle.gov,0.002930255%,7.90%,"12,524",00:02:35,2.89,48.24%,
2759959,rosegal.com,0.002928388%,1.44%,"7,410",00:05:50,10.17,33.48%,
2248541,olivegarden.com,0.002922180%,-28.45%,"11,570",00:03:41,4.93,33.20%,
1687477,surlatable.com,0.002918049%,15.42%,"18,853",00:03:51,5.36,40.41%,
Estimated Visits,therealdeal.com,0.002917061%,6.48%,13,224,00:27:29,11.10,50.36%,Yes
2333398,kiwidisk.com,0.002914803%,-4.98%,"9,706",00:02:54,3.81,49.92%,
17279554,google.com.lb,0.002899563%,37.96%,"1,383",00:12:48,8.33,19.56%,
6147910,one.co.il,0.002887053%,27.74%,"4,988",00:10:52,4.48,42.01%,Yes
7635480,1and1.com,0.002880198%,18.35%,"4,975",00:03:45,3.66,44.11%,
23841828,nhaccuatui.com,0.002867616%,-1.42%,933,00:19:43,11.59,31.03%,
1654570,nitrotype.com,0.002863891%,16.28%,"13,348",00:11:50,12.55,9.29%,Yes
2011174,shesfreaky.com,0.002849765%,-4.80%,"10,437",00:07:50,8.74,27.58%,
3426486,justanimedubbed.tv,0.002849560%,13.37%,"12,506",00:12:47,5.76,39.83%,
1898172,ipsy.com,0.002845635%,13.60%,"17,137",00:04:50,4.80,33.77%,
4013533,fairytail.tv,0.002842203%,18.43%,"9,672",00:08:59,3.29,37.04%,
5745641,apetube.com,0.002840515%,-19.35%,"3,529",00:08:54,6.04,22.83%,
4038557,yammer.com,0.002839717%,-1.38%,"8,167",00:05:55,4.25,30.19%,
5845110,hobbyking.com,0.002833600%,4.23%,"3,630",00:08:41,9.29,36.53%,
3949100,amiami.com,0.002831642%,7.00%,"6,624",00:04:47,5.43,41.51%,
135241939,google.co.za,0.002829975%,-18.69%,166,00:07:48,5.58,45.39%,
2612497,moma.org,0.002825565%,22.41%,"15,662",00:02:47,3.56,50.73%,
1797580,acura.com,0.002821703%,0.83%,"11,646",00:02:45,8.18,42.71%,
1632905,apmex.com,0.002820986%,13.83%,"18,926",00:04:48,5.79,44.41%,
1529470,hayshighindians.com,0.002814787%,-13.61%,"18,763",00:06:43,4.85,48.52%,
1973680,vegas.com,0.002802768%,-0.57%,"12,559",00:04:38,5.70,43.94%,Yes
2014885,columbia.com,0.002801494%,22.09%,"16,259",00:04:48,6.77,24.00%,
1571497,buzzlamp.com,0.002801436%,5.68%,"12,891",00:03:55,10.32,27.68%,
1613369,thredup.com,0.002779632%,19.50%,"11,326",00:07:58,15.70,25.99%,
2273221,carsforsale.com,0.002778379%,36.81%,"13,667",00:05:52,7.87,34.72%,Yes
1574872,atitesting.com,0.002776772%,-11.87%,"13,120",00:10:41,8.44,26.88%,
3356303,madthumbs.com,0.002773916%,-7.60%,"7,962",00:04:44,4.65,40.39%,
2011964,allfreecrochet.com,0.002771192%,32.80%,"15,049",00:04:55,5.27,36.85%,Yes
1615487,lafitness.com,0.002766155%,0.97%,"17,356",00:03:43,5.23,27.35%,
5722419,geocaching.com,0.002764846%,-14.88%,"1,909",00:08:39,22.15,33.45%,Yes
3442505,letterboxd.com,0.002762183%,25.73%,"9,745",00:07:41,9.83,26.35%,
5446293,animeplus.tv,0.002761781%,4.26%,"5,489",00:06:56,3.81,20.36%,
7395725,dotabuff.com,0.002756887%,47.03%,"5,209",00:04:31,6.76,28.12%,Yes
3953523,imslp.org,0.002748042%,6.61%,"7,917",00:03:51,3.98,41.38%,
89632156,amazon.co.jp,0.002746057%,-10.12%,235,00:04:39,5.43,40.95%,
5257627,yogscast.com,0.002736033%,9.35%,"8,561",00:12:43,3.48,30.75%,
3504135,manhub.com,0.002728615%,3.06%,"7,089",00:05:54,5.95,37.64%,
2871604,realtor.org,0.002727293%,24.01%,"11,795",00:03:32,3.90,47.97%,Yes
1686738,eros.com,0.002725980%,-1.48%,"13,592",00:05:33,8.64,28.63%,
3807147,asianfanfics.com,0.002722666%,7.89%,"6,162",00:11:37,10.20,30.85%,Yes
Estimated Visits,iceporn.com,0.002722170%,-10.02%,7,041,00:01:16,1.31,81.49%,
1480849,billpaysite.com,0.002721225%,-3.77%,"13,879",00:05:52,8.97,11.22%,
4137522,kia.com,0.002718779%,-4.19%,"4,736",00:04:52,13.54,16.57%,
2150501,thedirty.com,0.002716098%,3.91%,"16,735",00:03:59,3.46,50.85%,
1513937,hrpassport.com,0.002710785%,28.65%,"18,892",00:06:44,7.62,6.99%,
1650318,bigideasmath.com,0.002710588%,-0.44%,"15,100",00:05:53,5.72,18.39%,Yes
5642859,trakt.tv,0.002704935%,6.20%,"7,649",00:05:50,6.09,29.98%,
1559619,bart.gov,0.002696756%,16.11%,"23,888",00:02:54,3.25,31.15%,
6503715,footyroom.com,0.002691173%,-11.91%,"4,607",00:04:43,3.60,31.17%,Yes
3732084,dresslily.com,0.002684792%,58.44%,"8,379",00:05:55,8.86,32.23%,
2400770,vidshark.ws,0.002678633%,-15.10%,"5,697",00:32:50,27.25,9.14%,
4749612,dansmovies.com,0.002676802%,-38.71%,"4,222",00:03:43,4.28,48.84%,
2063563,pcpartpicker.com,0.002674731%,63.33%,"12,245",00:08:57,16.19,31.72%,
5080613,imgspice.com,0.002672970%,-11.95%,"6,109",00:03:42,4.68,48.23%,
3258417,ribbet.com,0.002671011%,-3.91%,"5,199",00:12:35,14.70,11.90%,Yes
5622447,mindmeister.com,0.002668713%,-7.62%,"5,871",00:04:35,4.11,40.47%,
5269724,crazyegg.com,0.002667308%,-6.50%,"5,303",00:04:44,9.36,19.02%,
1748053,jwpepper.com,0.002665545%,3.24%,"14,852",00:05:54,6.54,32.42%,
2708492,dolldivine.com,0.002664363%,1.46%,"11,569",00:06:43,4.60,44.68%,Yes
2102715,iaai.com,0.002663895%,-7.89%,"7,991",00:14:31,13.83,15.18%,
1447460,mythirtyone.com,0.002656219%,-27.88%,"8,252",00:11:49,16.48,20.57%,
14535729,uefa.com,0.002650616%,6.43%,"1,845",00:02:59,3.81,35.10%,
3012966,shadbase.com,0.002645781%,26.31%,"11,884",00:02:46,7.58,41.90%,
33330923,kaskus.co.id,0.002645619%,-5.39%,570,00:11:48,7.41,49.27%,
3644465,wowinterface.com,0.002642050%,,"22,282",00:04:59,5.36,44.50%,Yes
1781027,inlinkz.com,0.002640462%,0.35%,"14,360",00:05:38,5.94,20.46%,
3510518,upstore.net,0.002640024%,-4.29%,"9,360",00:05:59,4.49,18.61%,
4381494,snapwidget.com,0.002639907%,-0.80%,"6,879",00:02:52,4.37,30.58%,Yes
1520355,learnzillion.com,0.002637289%,0.19%,"15,220",00:04:39,6.20,47.74%,
4092991,iafd.com,0.002636491%,-0.20%,"7,496",00:03:58,5.18,47.55%,
3025158,cruisecritic.com,0.002635694%,5.96%,"9,013",00:04:59,4.50,46.79%,
1694865,budget.com,0.002627200%,-3.66%,"13,632",00:20:44,6.21,23.36%,
1562689,cycletrader.com,0.002626855%,7.15%,"15,560",00:05:32,7.06,28.32%,
1537388,delivery.com,0.002625342%,12.68%,"16,736",00:05:58,6.80,27.39%,
5241059,ahrefs.com,0.002623467%,-50.07%,"2,596",00:05:36,5.10,13.50%,
1851038,tivo.com,0.002621413%,-3.92%,"12,097",00:04:49,4.31,33.61%,
3346620,instyle.com,0.002621241%,-4.68%,"5,908",00:02:34,12.13,23.20%,
1808554,hellofax.com,0.002619725%,0.42%,"16,726",00:06:39,5.26,16.63%,
4028342,lovemyanime.net,0.002616892%,37.87%,"12,833",00:09:53,3.65,42.27%,
1564901,wetseal.com,0.002615445%,5.30%,"13,680",00:06:40,10.89,20.20%,
1847263,christianbook.com,0.002615263%,-5.65%,"11,012",00:04:48,7.33,46.28%,
8934388,synology.com,0.002614581%,-4.39%,"3,061",00:04:45,3.44,41.73%,
1681346,isidewith.com,0.002603250%,83.11%,"24,500",00:06:49,7.50,20.03%,Yes
Estimated Visits,jonloomer.com,0.002602214%,9.73%,19,749,00:01:20,1.39,81.23%,
3458572,squirt.org,0.002597794%,6.69%,"5,520",00:09:51,10.07,17.85%,
2648556,homemoviestube.com,0.002593458%,-7.23%,"9,216",00:05:37,6.30,44.41%,
6911211,eclipse.org,0.002592621%,-5.54%,"5,548",00:03:36,3.43,36.07%,Yes
1536920,bogleheads.org,0.002586550%,8.83%,"23,058",00:04:46,4.40,50.38%,
3311667,time4tv.com,0.002584228%,8.18%,"10,874",00:05:33,4.10,41.23%,
9064387,iciba.com,0.002581385%,22.27%,"3,400",00:05:56,4.16,47.18%,
3556042,rule34.xxx,0.002578521%,3.74%,"3,286",00:07:49,28.58,20.98%,
4342529,userstyles.org,0.002576653%,1.72%,"4,969",00:03:38,8.14,43.04%,Yes
2073955,storiesonline.net,0.002568998%,-7.47%,"14,555",00:12:56,7.19,21.00%,
52519976,hurriyet.com.tr,0.002567943%,-16.47%,371,00:13:41,8.75,29.44%,
2173540,canvasrider.com,0.002566408%,-3.00%,"12,423",00:08:42,7.14,13.89%,Yes
2987826,psfk.com,0.002564876%,18.12%,"14,017",00:02:33,3.69,43.12%,
1853084,fragrancenet.com,0.002558747%,19.11%,"13,686",00:05:42,9.66,34.10%,
2297790,fenoxo.com,0.002557731%,7.85%,"19,813",00:02:56,2.96,29.46%,
1949362,society6.com,0.002548530%,16.74%,"13,575",00:04:43,6.21,37.85%,
8394653,avon.com,0.002547274%,24.66%,"1,946",00:07:54,12.59,30.65%,
4488478,myreadingmanga.info,0.002545228%,19.47%,"5,753",00:13:48,8.24,22.29%,
3072718,trueachievements.com,0.002544869%,15.87%,"13,806",00:03:46,4.05,48.93%,
1380595,votebuilder.com,0.002544261%,43.53%,"12,266",00:49:34,51.54,5.60%,
1523630,monoprice.com,0.002542977%,12.33%,"21,207",00:03:40,5.72,44.57%,
1455381,jane.com,0.002541741%,13.09%,"21,958",00:04:58,5.15,36.00%,
1505581,onestopplus.com,0.002535891%,3.18%,"4,096",00:08:38,125.97,10.75%,
1811850,uscellular.com,0.002530764%,-13.80%,"12,483",00:03:55,3.51,43.11%,
1714014,coolstuffinc.com,0.002530029%,6.70%,"17,529",00:04:46,6.43,27.53%,
6335745,desitvbox.me,0.002522283%,18.77%,"5,269",00:09:44,5.35,34.12%,
1492272,actorsaccess.com,0.002521008%,3.48%,"13,027",00:06:40,14.32,15.82%,
4667559,kindgirls.com,0.002513479%,4.99%,"2,917",00:04:43,17.78,28.36%,
7487056,desitvforum.net,0.002512911%,-12.26%,"3,989",00:07:39,4.18,36.77%,
1605522,funbrain.com,0.002510801%,5.64%,"10,750",00:07:39,17.02,23.39%,
1658629,uprinting.com,0.002509412%,1.35%,"19,054",00:03:42,3.82,43.73%,
5460037,xxxdessert.com,0.002506804%,-2.94%,"4,865",00:03:57,5.22,48.53%,
1705874,rightsignature.com,0.002506424%,12.94%,"19,368",00:05:35,5.18,30.69%,
2315718,nameberry.com,0.002506234%,16.91%,"13,975",00:03:53,5.78,48.74%,Yes
1605334,internmatch.com,0.002506192%,4.42%,"18,336",00:04:39,6.22,41.77%,
1674057,fabric.com,0.002504703%,-4.83%,"9,782",00:07:37,15.25,28.86%,
1379297,yamibuy.com,0.002503347%,-20.55%,"9,952",00:07:50,13.91,25.79%,
3183871,azhibo.com,0.002503160%,17.60%,"14,945",00:07:32,3.16,35.30%,
1377750,utahrealestate.com,0.002501668%,12.03%,"21,912",00:10:49,6.76,26.13%,Yes
1409936,roomstogo.com,0.002491654%,-5.41%,"14,101",00:05:39,9.13,22.77%,
2378769,jigzone.com,0.002486233%,4.95%,"15,149",00:05:32,3.80,31.34%,
Estimated Visits,ticketexchangebyticketmaster.com,0.002484929%,-17.09%,18,429,00:04:02,3.78,31.74%,
2172639,flipkey.com,0.002477752%,-5.61%,"10,960",00:05:56,5.69,42.18%,
1367185,arbookfind.com,0.002476528%,3.85%,"17,244",00:04:56,7.75,13.47%,
1850097,absolutepunk.net,0.002476184%,21.24%,"25,460",00:04:57,3.48,49.30%,Yes
1495466,1800contacts.com,0.002475339%,-6.02%,"17,380",00:04:53,5.54,24.96%,
1985629,niketalk.com,0.002468347%,7.50%,"15,808",00:09:37,7.20,36.77%,Yes
1392566,sanmar.com,0.002467266%,-1.35%,"14,708",00:08:52,12.06,11.79%,
2012402,untappd.com,0.002466908%,18.26%,"18,558",00:03:34,4.50,42.29%,
1459044,fansedge.com,0.002459320%,17.67%,"22,469",00:03:41,5.42,43.36%,
1701104,oncoursesystems.com,0.002458693%,-11.20%,"13,395",00:04:59,5.31,30.80%,
1626198,minted.com,0.002455260%,15.41%,"13,496",00:07:41,11.85,30.61%,
1533381,zales.com,0.002445631%,-7.70%,"15,820",00:04:53,6.69,35.42%,
80661054,jabong.com,0.002441688%,-28.33%,340,00:05:33,7.34,44.28%,
2223228,movietube.co,0.002440662%,11.04%,"19,347",00:04:53,3.14,33.77%,
2032097,dognzb.cr,0.002439136%,25.13%,"22,483",00:05:49,3.98,16.10%,
2587583,einthusan.com,0.002433782%,-11.81%,"11,745",00:02:56,4.01,22.50%,Yes
5865259,sport5.co.il,0.002431404%,46.98%,"5,387",00:12:49,4.20,43.74%,
5405271,zedge.net,0.002423208%,-2.80%,"3,589",00:06:46,8.65,30.83%,Yes
1417007,prosper.com,0.002420059%,-1.30%,"17,383",00:03:59,6.70,27.09%,
1466980,engradepro.com,0.002414015%,30.79%,"19,836",00:09:49,9.89,8.50%,
2359653,uesp.net,0.002406741%,-23.25%,"10,288",00:05:39,4.65,47.53%,
5035806,bloomingdales.com,0.002404760%,67.99%,"7,881",00:03:32,3.38,47.03%,
1365309,noredink.com,0.002401959%,22.01%,"10,972",00:14:35,28.93,11.39%,
7233945,saavn.com,0.002400302%,-5.66%,"4,656",00:05:44,4.17,21.11%,
2350511,redditgifts.com,0.002397576%,15.44%,"15,922",00:03:31,5.06,44.38%,Yes
1863644,dollargeneral.com,0.002397073%,-4.50%,"14,737",00:02:38,3.11,48.83%,
12468758,lapatilla.com,0.002396699%,-2.68%,"2,649",00:09:32,4.60,45.81%,Yes
1481265,macmall.com,0.002390746%,-3.74%,"22,232",00:02:37,3.50,50.42%,Yes
3772168,portforward.com,0.002387701%,-9.34%,"9,576",00:03:55,3.54,48.84%,Yes
2431253,boardgamegeek.com,0.002383510%,-21.16%,"8,585",00:07:39,10.82,39.84%,Yes
2474398,ilive.to,0.002377241%,-5.96%,"11,532",00:12:31,6.86,35.02%,Yes
34359683,ebay.in,0.002374316%,7.31%,736,00:04:41,4.44,46.28%,
1954949,nifty.org,0.002374055%,-10.91%,"10,065",00:09:41,9.47,20.01%,
2310676,xivdb.com,0.002368573%,-0.55%,"15,030",00:03:58,4.67,47.13%,
1358281,sittercity.com,0.002367288%,-15.74%,"14,168",00:05:54,7.18,41.40%,
2537436,beyondmenu.com,0.002367054%,17.70%,"15,070",00:03:59,3.10,37.80%,
3549287,musicradar.com,0.002366938%,7.89%,"7,615",00:02:48,7.07,46.26%,Yes
Estimated Visits,kickerdaily.com,0.002366251%,46.53%,9,341,00:00:47,1.17,87.78%,Yes
5827056,paltalk.com,0.002365258%,13.61%,"6,614",00:06:48,3.46,49.12%,Yes
1402832,mydoterra.com,0.002361954%,0.01%,"15,530",00:07:53,9.61,30.58%,
7191811,arduino.cc,0.002360722%,11.48%,"5,710",00:05:52,2.91,47.67%,
3530924,rescuetime.com,0.002360585%,-3.96%,"9,018",00:05:38,6.44,34.68%,
1409215,kay.com,0.002358789%,-0.78%,"15,532",00:05:32,9.32,21.38%,
1835954,sunbiz.org,0.002358495%,-5.19%,"11,106",00:02:55,3.25,27.13%,
1469973,ereplacementparts.com,0.002352091%,-8.10%,"18,139",00:04:33,4.71,39.68%,
3980634,sedo.com,0.002347458%,-8.34%,"8,159",00:02:51,3.76,50.73%,Yes
2547191,pipl.com,0.002347132%,6.50%,"15,288",00:03:38,3.95,31.42%,
3242329,gliffy.com,0.002345967%,12.20%,"14,913",00:03:53,2.70,35.23%,
9465571,panet.co.il,0.002345629%,6.89%,"3,253",00:06:42,3.65,30.10%,Yes
3052018,interfacelift.com,0.002343957%,0.21%,"10,516",00:02:49,5.77,37.92%,Yes
1736319,flightclub.com,0.002342357%,6.12%,"13,558",00:04:40,8.35,28.26%,Yes
4467134,socialblade.com,0.002332847%,15.61%,"4,732",00:20:38,16.90,34.41%,Yes
2088168,gifts.com,0.002327897%,30.96%,"17,986",00:04:41,5.76,37.68%,
1825228,golfwrx.com,0.002317587%,-4.70%,"17,464",00:05:44,4.56,48.23%,
4016096,ghanaweb.com,0.002312546%,5.78%,"6,652",00:06:47,4.82,40.37%,Yes
2097774,jomashop.com,0.002312364%,-5.14%,"11,481",00:03:59,5.85,46.98%,
2642381,goanimate.com,0.002310331%,-0.63%,"12,228",00:05:40,5.01,40.52%,Yes
1442599,journeys.com,0.002309297%,-1.07%,"17,173",00:03:44,6.63,22.68%,
3924596,wixvi.com,0.002308639%,27.19%,"8,516",00:07:48,7.39,22.00%,
2304187,temptalia.com,0.002308014%,13.07%,"18,256",00:03:35,3.64,50.83%,Yes
1329733,whiskeymilitia.com,0.002302586%,16.79%,"23,607",00:08:32,6.30,49.50%,Yes
1455758,guidestar.org,0.002302576%,-2.18%,"19,907",00:03:41,5.00,47.33%,
2763085,guru.com,0.002301015%,12.50%,"10,284",00:06:51,8.45,29.28%,
6580320,google.cm,0.002297375%,18.47%,"3,684",00:03:36,3.78,42.49%,
2264982,albany.edu,0.002288784%,13.87%,"13,053",00:02:45,3.06,47.00%,
1326570,vendini.com,0.002288572%,24.23%,"24,826",00:03:47,5.94,38.34%,
1273702,foodler.com,0.002288094%,18.86%,"18,284",00:05:51,10.65,23.66%,
1382818,volunteermatch.org,0.002279397%,-3.77%,"16,244",00:05:42,7.47,37.55%,Yes
1515301,wanelo.com,0.002278578%,-19.45%,"15,218",00:06:44,6.36,39.50%,
1440531,rockler.com,0.002275567%,0.39%,"19,103",00:03:57,5.52,48.70%,
5026517,binsearch.info,0.002266629%,14.94%,"6,422",00:04:31,4.63,19.15%,
3178944,onehallyu.com,0.002266328%,6.34%,"9,424",00:11:49,8.39,34.53%,
1253722,myprepaidrefill.com,0.002266132%,-6.07%,"14,954",00:04:39,10.29,6.00%,
1241757,job.com,0.002264638%,-12.35%,"24,922",00:02:34,2.74,50.23%,Yes
4851878,brandsoftheworld.com,0.002263185%,3.76%,"6,103",00:02:46,4.64,32.64%,Yes
8148917,interpals.net,0.002262871%,-4.67%,"1,891",00:12:43,20.38,25.26%,Yes
2365523,gramfeed.com,0.002259243%,9.21%,"17,374",00:05:50,5.06,38.01%,Yes
1340047,glyde.com,0.002256328%,-11.92%,"17,253",00:03:32,5.88,21.90%,
5387734,indiegala.com,0.002251627%,11.05%,"7,511",00:02:57,3.74,46.67%,
2509108,register.com,0.002248708%,-6.86%,"9,159",00:11:39,7.80,21.77%,
4199369,cams.com,0.002247813%,35.54%,"6,397",00:07:41,9.77,41.52%,
2578868,enom.com,0.002243330%,1.52%,"11,426",00:03:46,5.21,32.13%,
2156290,smashwords.com,0.002233901%,61.18%,"19,042",00:03:34,5.42,42.23%,
Estimated Visits,cookingclassy.com,0.002232995%,44.53%,43,945,00:00:57,1.32,85.93%,
3007332,live365.com,0.002230306%,-11.09%,"10,755",00:07:43,4.19,37.29%,
1564605,stevemadden.com,0.002229198%,16.28%,"20,543",00:03:40,4.80,23.62%,
2255406,nzb.su,0.002228580%,15.48%,"16,150",00:05:34,6.03,12.33%,Yes
1520049,loveme.com,0.002227321%,7.68%,"11,551",00:08:56,25.87,13.52%,
1327475,julep.com,0.002226964%,10.09%,"18,207",00:04:36,8.11,22.02%,
10497812,koreaboo.com,0.002226763%,,"4,481",00:02:56,3.87,44.15%,
